iso_code,year,location,total_cases_year,total_deaths_year,max_stringency_index,population,life_expectancy,max_total_vaccinations,max_people_vaccinated,max_people_fully_vaccinated,total_daily_vaccinations,num_vaccine_types,death_rate_per_100k,vaccination_rate
AFG,2020,Afghanistan,51848.0,2158.0,84.26,41128772,59.12690224,,,,,,5.246935162566974,
AFG,2021,Afghanistan,106054.0,5194.0,56.02,41128772,59.12690224,4674518.0,4142857.0,3753224.0,4697205.0,4.0,12.628628931590761,10.072892523997556
AFG,2022,Afghanistan,49420.0,493.0,19.44,41128772,59.12690224,5751015.0,5082824.0,4420127.0,1044793.0,4.0,1.198674251689304,12.358316946589119
AFG,2023,Afghanistan,23053.0,128.0,,41128772,59.12690224,,,,,,0.31121765561101605,
AFG,2024,Afghanistan,4839.0,25.0,,41128772,59.12690224,,,,,,0.06078469836152658,
AGO,2020,Angola,17149.0,400.0,90.74,35588996,62.13113467,,,,,,1.1239429176366762,
AGO,2021,Angola,53993.0,1346.0,71.59,35588996,62.13113467,11615144.0,7685417.0,3929727.0,11483683.0,1.0,3.7820679178474155,21.594925015586277
AGO,2022,Angola,33928.0,183.0,71.51,35588996,62.13113467,17535411.0,11235059.0,5993792.0,5951864.0,1.0,0.5142038848187793,31.568912480700494
AGO,2023,Angola,1858.0,8.0,,35588996,62.13113467,,,,,,0.022478858352733524,
AGO,2024,Angola,553.0,0.0,,35588996,62.13113467,,,,,,0.0,
ALB,2020,Albania,55380.0,1134.0,89.81,2842318,76.39089034,,,,,,39.897013634646086,
ALB,2021,Albania,151841.0,2053.0,63.89,2842318,76.39089034,2316606.0,1141486.0,1031132.0,2316457.0,4.0,72.22977865249419,40.16039021671748
ALB,2022,Albania,125449.0,409.0,46.3,2842318,76.39089034,2754244.0,1278902.0,1215199.0,432523.0,4.0,14.389663647769181,44.995035741954275
ALB,2023,Albania,1926.0,8.0,,2842318,76.39089034,,,,,,0.28146041364829694,
ALB,2024,Albania,451.0,1.0,,2842318,76.39089034,,,,,,0.03518255170603712,
ARE,2020,United Arab Emirates,200892.0,655.0,89.81,9441138,78.30645695,,,,,,6.937722973649999,
ARE,2021,United Arab Emirates,548638.0,1501.0,62.04,9441138,78.30645695,22406584.0,9881456.0,9059559.0,21776110.0,5.0,15.89850715030328,104.66382336536124
ARE,2022,United Arab Emirates,297019.0,192.0,41.67,9441138,78.30645695,24463702.0,9890318.0,9603499.0,1928489.0,5.0,2.0336531464745033,104.75768916840322
ARE,2023,United Arab Emirates,20481.0,1.0,,9441138,78.30645695,,,,,,0.010591943471221372,
ARE,2024,United Arab Emirates,0.0,0.0,,9441138,78.30645695,,,,,,0.0,
ARG,2020,Argentina,1629908.0,47507.0,100.0,45510324,74.56898059,43394.0,43384.0,10.0,31556.0,6.0,104.38730341713234,0.09532782056220913
ARG,2021,Argentina,3930008.0,70323.0,84.26,45510324,74.56898059,78090547.0,38756611.0,33382193.0,77107358.0,6.0,154.5209829752036,85.16004192806889
ARG,2022,Argentina,4331223.0,12294.0,37.42,45510324,74.56898059,96504666.0,40907186.0,36924451.0,19257776.0,6.0,27.01365079273002,89.88550817612285
ARG,2023,Argentina,153818.0,348.0,,45510324,74.56898059,,,,,,0.7646616622637097,
ARG,2024,Argentina,56261.0,191.0,,45510324,74.56898059,,,,,,0.4196849927941625,
ARM,2020,Armenia,157834.0,2768.0,,2780472,72.98458202,,,,,,99.55144306434303,
ARM,2021,Armenia,186647.0,5175.0,,2780472,72.98458202,1626738.0,934028.0,692082.0,1635593.0,5.0,186.11947899493325,33.59242603414096
ARM,2022,Armenia,101102.0,765.0,,2780472,72.98458202,2088962.0,1113472.0,948778.0,443661.0,5.0,27.51331428620752,40.0461504377674
ARM,2023,Armenia,5843.0,67.0,,2780472,72.98458202,,,,,,2.409662819837783,
ARM,2024,Armenia,847.0,2.0,,2780472,72.98458202,,,,,,0.07193023342799353,
ATG,2020,Antigua and Barbuda,155.0,5.0,,93772,76.91527032,,,,,,5.332082071407243,
ATG,2021,Antigua and Barbuda,4074.0,113.0,,93772,76.91527032,121146.0,62283.0,58863.0,123722.0,3.0,120.5050548138037,66.41961353069146
ATG,2022,Antigua and Barbuda,4877.0,28.0,,93772,76.91527032,125386.0,63836.0,61550.0,4275.0,3.0,29.859659599880562,68.07575822207056
ATG,2023,Antigua and Barbuda,0.0,0.0,,93772,76.91527032,,,,,,0.0,
ATG,2024,Antigua and Barbuda,0.0,0.0,,93772,76.91527032,,,,,,0.0,
AUS,2020,Australia,28296.0,920.0,75.46,26177410,83.10183853,,,,,,3.5144806151563506,
AUS,2021,Australia,338311.0,1457.0,78.24,26177410,83.10183853,42580539.0,20444346.0,19755837.0,42349099.0,3.0,5.5658676698726115,78.0991931592927
AUS,2022,Australia,10327434.0,15439.0,55.32,26177410,83.10183853,56242913.0,22202366.0,21200432.0,13722792.0,3.0,58.978332844998796,84.81498360609395
AUS,2023,Australia,1027494.0,6604.0,,26177410,83.10183853,,,,,,25.227858676622326,
AUS,2024,Australia,139626.0,892.0,,26177410,83.10183853,,,,,,3.407518161651592,
AUT,2020,Austria,344732.0,7049.0,82.41,8939617,80.99297519,,,,,,78.85125279975641,
AUT,2021,Austria,907356.0,9538.0,82.41,8939617,80.99297519,16566646.0,6663971.0,6283334.0,16472631.0,5.0,106.69360890964346,74.54425620247488
AUT,2022,Austria,4426257.0,4984.0,55.69,8939617,80.99297519,18131115.0,6812569.0,6588761.0,1659318.0,5.0,55.75182918910284,76.20649743719446
AUT,2023,Austria,403825.0,963.0,,8939617,80.99297519,,,,,,10.772273577268466,
AUT,2024,Austria,274.0,0.0,,8939617,80.99297519,,,,,,0.0,
AZE,2020,Azerbaijan,211764.0,2416.0,96.3,10358078,72.9129401,,,,,,23.324790564427108,
AZE,2021,Azerbaijan,402355.0,5868.0,89.81,10358078,72.9129401,11346166.0,5169382.0,4676520.0,11273809.0,4.0,56.651436685454584,49.9067684178474
AZE,2022,Azerbaijan,211774.0,1722.0,62.34,10358078,72.9129401,13425032.0,5322427.0,4821276.0,2133064.0,4.0,16.6247058575925,51.38431087311758
AZE,2023,Azerbaijan,8361.0,347.0,,10358078,72.9129401,,,,,,3.350042353417304,
AZE,2024,Azerbaijan,1503.0,0.0,,10358078,72.9129401,,,,,,0.0,
BDI,2020,Burundi,809.0,2.0,14.81,12889583,64.00694993,,,,,,0.015516405767354927,
BDI,2021,Burundi,26190.0,12.0,27.31,12889583,64.00694993,7543.0,4010.0,3533.0,7890.0,1.0,0.09309843460412956,0.031110393563546626
BDI,2022,Burundi,25052.0,1.0,26.85,12889583,64.00694993,12166.0,10372.0,9906.0,4260.0,1.0,0.007758202883677463,0.08046808030950264
BDI,2023,Burundi,2515.0,0.0,,12889583,64.00694993,,,,,,0.0,
BDI,2024,Burundi,108.0,0.0,,12889583,64.00694993,,,,,,0.0,
BEL,2020,Belgium,638760.0,19374.0,81.48,11655923,81.5059627,957.0,955.0,21.0,531.0,4.0,166.21592301184558,0.00819325934119503
BEL,2021,Belgium,1409350.0,8818.0,75.93,11655923,81.5059627,21708532.0,8931097.0,8821300.0,21550104.0,4.0,75.65252447189296,76.62282086111928
BEL,2022,Belgium,2631362.0,5048.0,33.89,11655923,81.5059627,25235826.0,9230428.0,9126319.0,3670560.0,4.0,43.30845356476703,79.190880035841
BEL,2023,Belgium,169273.0,1099.0,,11655923,81.5059627,,,,,,9.428682739239099,
BEL,2024,Belgium,24084.0,0.0,,11655923,81.5059627,,,,,,0.0,
BEN,2020,Benin,3205.0,44.0,70.83,13352864,64.01268515,,,,,,0.3295173230252326,
BEN,2021,Benin,21730.0,117.0,50.0,13352864,64.01268515,1773592.0,1699784.0,1319264.0,1778522.0,4.0,0.8762165180443686,12.729733486389136
BEN,2022,Benin,3050.0,2.0,49.63,13352864,64.01268515,3333450.0,2955274.0,2430934.0,1486499.0,4.0,0.014978060137510575,22.132135847410712
BEN,2023,Benin,51.0,0.0,,13352864,64.01268515,,,,,,0.0,
BEN,2024,Benin,0.0,0.0,,13352864,64.01268515,,,,,,0.0,
BFA,2020,Burkina Faso,6344.0,78.0,89.81,22673764,62.29728841,,,,,,0.3440099314785141,
BFA,2021,Burkina Faso,10696.0,239.0,30.56,22673764,62.29728841,1053330.0,972376.0,649320.0,1120307.0,3.0,1.0540817131200626,4.288551296555791
BFA,2022,Burkina Faso,4966.0,78.0,17.59,22673764,62.29728841,2369487.0,2131880.0,1188545.0,1244555.0,3.0,0.3440099314785141,9.402408881030958
BFA,2023,Burkina Faso,103.0,5.0,,22673764,62.29728841,,,,,,0.022051918684520135,
BFA,2024,Burkina Faso,30.0,0.0,,22673764,62.29728841,,,,,,0.0,
BGD,2020,Bangladesh,509148.0,7452.0,93.52,171186368,73.10251672,,,,,,4.353150363000867,
BGD,2021,Bangladesh,1074105.0,20608.0,93.52,171186368,73.10251672,106575146.0,65835395.0,40739751.0,122343031.0,6.0,12.038341744594991,38.45831637715452
BGD,2022,Bangladesh,453771.0,1379.0,64.81,171186368,73.10251672,243642749.0,127544055.0,107712737.0,110502408.0,6.0,0.8055547974474229,74.50596475065117
BGD,2023,Bangladesh,9268.0,38.0,,171186368,73.10251672,,,,,,0.022198029226252407,
BGD,2024,Bangladesh,5056.0,22.0,,171186368,73.10251672,,,,,,0.012851490604672446,
BGR,2020,Bulgaria,197384.0,7123.0,73.15,6781955,71.30586,4608.0,4608.0,,4366.0,4.0,105.02871222236067,0.06794500995656858
BGR,2021,Bulgaria,536498.0,23405.0,62.96,6781955,71.30586,3700660.0,1904143.0,1914910.0,3671575.0,4.0,345.1069787399061,28.0766091783269
BGR,2022,Bulgaria,546735.0,7508.0,45.82,6781955,71.30586,4348404.0,2081276.0,2049909.0,671745.0,4.0,110.70554139624932,30.68843718367344
BGR,2023,Bulgaria,42961.0,594.0,,6781955,71.30586,,,,,,8.758536439713916,
BGR,2024,Bulgaria,6410.0,70.0,,6781955,71.30586,,,,,,1.0321507588888454,
BHR,2020,Bahrain,91518.0,351.0,78.7,1472237,74.38371772,58643.0,58643.0,,34657.0,7.0,23.84127012159048,3.9832581303146166
BHR,2021,Bahrain,188000.0,1043.0,66.67,1472237,74.38371772,3226201.0,1203146.0,1177993.0,3147867.0,7.0,70.84457189976885,81.72230422139913
BHR,2022,Bahrain,417096.0,142.0,37.45,1472237,74.38371772,3421273.0,1232740.0,1216033.0,217157.0,7.0,9.645186203036603,83.73244253472777
BHR,2023,Bahrain,0.0,0.0,,1472237,74.38371772,,,,,,0.0,
BHR,2024,Bahrain,0.0,0.0,,1472237,74.38371772,,,,,,0.0,
BHS,2020,Bahamas,7788.0,169.0,96.3,409989,70.43274063,,,,,,41.22061811414452,
BHS,2021,Bahamas,15842.0,544.0,74.54,409989,70.43274063,300214.0,157041.0,147365.0,303757.0,3.0,132.68648671061908,38.30371058735722
BHS,2022,Bahamas,13861.0,120.0,58.26,409989,70.43274063,334155.0,164961.0,156089.0,30306.0,3.0,29.269077950871853,40.235469732114765
BHS,2023,Bahamas,656.0,13.0,,409989,70.43274063,,,,,,3.1708167780111176,
BHS,2024,Bahamas,980.0,3.0,,409989,70.43274063,,,,,,0.7317269487717963,
BIH,2020,Bosnia and Herzegovina,109330.0,3923.0,92.59,3233530,74.84944487,,,,,,121.32251749635847,
BIH,2021,Bosnia and Herzegovina,178386.0,9360.0,45.37,3233530,74.84944487,1553874.0,882641.0,720631.0,1788593.0,4.0,289.46692933110256,27.296514954245048
BIH,2022,Bosnia and Herzegovina,113244.0,2939.0,44.44,3233530,74.84944487,1924950.0,943394.0,846080.0,125135.0,4.0,90.89137877180667,29.175359436900226
BIH,2023,Bosnia and Herzegovina,2548.0,158.0,,3233530,74.84944487,,,,,,4.886300730161773,
BIH,2024,Bosnia and Herzegovina,158.0,12.0,,3233530,74.84944487,,,,,,0.37111144786038786,
BLR,2020,Belarus,184922.0,1376.0,42.59,9534956,73.12324771,0.0,0.0,,1209.0,2.0,14.431110117340868,0.0
BLR,2021,Belarus,507679.0,4108.0,43.52,9534956,73.12324771,7708200.0,4356041.0,3228165.0,8314794.0,2.0,43.08357584450311,45.68496173448519
BLR,2022,Belarus,301436.0,1634.0,23.15,9534956,73.12324771,11634483.0,5801653.0,5565214.0,3193791.0,2.0,17.13694326434228,60.846143390698394
BLR,2023,Belarus,0.0,0.0,,9534956,73.12324771,,,,,,0.0,
BLR,2024,Belarus,0.0,0.0,,9534956,73.12324771,,,,,,0.0,
BLZ,2020,Belize,10490.0,228.0,85.19,405285,73.32055336,,,,,,56.256708242347976,
BLZ,2021,Belize,21013.0,364.0,75.93,405285,73.32055336,424634.0,230125.0,199119.0,426941.0,4.0,89.81334122901168,56.7810306327646
BLZ,2022,Belize,38174.0,96.0,72.22,405285,73.32055336,467251.0,236015.0,209156.0,40086.0,4.0,23.687035049409676,58.23432892902526
BLZ,2023,Belize,1708.0,0.0,,405285,73.32055336,,,,,,0.0,
BLZ,2024,Belize,31.0,0.0,,405285,73.32055336,,,,,,0.0,
BOL,2020,Bolivia,153590.0,9083.0,96.3,12224114,65.41062535,,,,,,74.30395364441137,
BOL,2021,Bolivia,421657.0,10447.0,56.48,12224114,65.41062535,9792844.0,5635100.0,4593214.0,9637873.0,5.0,85.46222654664379,46.098228468746285
BOL,2022,Bolivia,571494.0,2750.0,30.56,12224114,65.41062535,12972370.0,7043449.0,5747856.0,3288970.0,5.0,22.49651794804924,57.619300670788896
BOL,2023,Bolivia,65355.0,105.0,,12224114,65.41062535,,,,,,0.8589579580164256,
BOL,2024,Bolivia,51.0,2.0,,12224114,65.41062535,,,,,,0.01636110396221763,
BRA,2020,Brazil,7448560.0,190488.0,81.02,215313504,72.38840694,,,,,,88.47006641998637,
BRA,2021,Brazil,14782177.0,427904.0,76.39,215313504,72.38840694,331273910.0,166195505.0,143436012.0,330036341.0,4.0,198.73532874185167,77.18768303543098
BRA,2022,Brazil,13893600.0,74351.0,47.07,215313504,72.38840694,413559595.0,181078067.0,160272858.0,81342193.0,4.0,34.53150806556007,84.09972604412216
BRA,2023,Brazil,1387584.0,9373.0,,215313504,72.38840694,,,,,,4.353187248301899,
BRA,2024,Brazil,0.0,0.0,,215313504,72.38840694,,,,,,0.0,
BRB,2020,Barbados,347.0,7.0,88.89,281646,76.8418344,,,,,,2.4853894605284648,
BRB,2021,Barbados,27282.0,253.0,74.07,281646,76.8418344,299629.0,155952.0,143677.0,301214.0,3.0,89.82907621624308,55.37163673547645
BRB,2022,Barbados,77886.0,308.0,64.76,281646,76.8418344,312145.0,161076.0,151069.0,13013.0,3.0,109.35713626325244,57.190941820583284
BRB,2023,Barbados,2279.0,25.0,,281646,76.8418344,,,,,,8.876390930458802,
BRB,2024,Barbados,788.0,0.0,,281646,76.8418344,,,,,,0.0,
BRN,2020,Brunei,152.0,3.0,58.33,449002,76.92260844,,,,,,0.6681484714990134,
BRN,2021,Brunei,15295.0,58.0,76.85,449002,76.92260844,898401.0,405888.0,400691.0,881083.0,5.0,12.917537115647592,90.39781559993051
BRN,2022,Brunei,253168.0,87.0,54.63,449002,76.92260844,1068468.0,407945.0,404935.0,186264.0,5.0,19.37630567347139,90.85594273522167
BRN,2023,Brunei,62161.0,23.0,,449002,76.92260844,,,,,,5.122471614825769,
BRN,2024,Brunei,16947.0,8.0,,449002,76.92260844,,,,,,1.7817292573307024,
BTN,2020,Bhutan,597.0,0.0,97.22,782457,74.87642848,,,,,,0.0,
BTN,2021,Bhutan,2063.0,3.0,81.94,782457,74.87642848,1154843.0,589762.0,565081.0,1419889.0,4.0,0.38340765051625836,75.37308759458986
BTN,2022,Bhutan,59871.0,18.0,78.7,782457,74.87642848,1787937.0,687549.0,579640.0,607664.0,4.0,2.3004459030975504,87.87051556826765
BTN,2023,Bhutan,166.0,0.0,,782457,74.87642848,,,,,,0.0,
BTN,2024,Bhutan,0.0,0.0,,782457,74.87642848,,,,,,0.0,
BWA,2020,Botswana,13890.0,39.0,86.11,2630300,61.23119159,,,,,,1.4827206022126755,
BWA,2021,Botswana,198592.0,2400.0,73.15,2630300,61.23119159,1128095.0,1169197.0,1033971.0,1264132.0,6.0,91.24434475154925,44.45108922936547
BWA,2022,Botswana,115549.0,347.0,21.3,2630300,61.23119159,2517260.0,1454775.0,1292541.0,856075.0,6.0,13.19241151199483,55.30832984830628
BWA,2023,Botswana,2386.0,14.0,,2630300,61.23119159,,,,,,0.5322586777173707,
BWA,2024,Botswana,279.0,1.0,,2630300,61.23119159,,,,,,0.038018476979812185,
CAF,2020,Central African Republic,5814.0,63.0,75.93,5579148,52.30772755,,,,,,1.1292046742620916,
CAF,2021,Central African Republic,6454.0,38.0,24.07,5579148,52.30772755,436772.0,375096.0,334906.0,525214.0,2.0,0.6811075813009441,6.723177087254182
CAF,2022,Central African Republic,3092.0,12.0,24.07,5579148,52.30772755,1012846.0,923553.0,897945.0,480350.0,2.0,0.21508660462135076,16.553656579821865
CAF,2023,Central African Republic,80.0,0.0,,5579148,52.30772755,,,,,,0.0,
CAF,2024,Central African Republic,1.0,0.0,,5579148,52.30772755,,,,,,0.0,
CAN,2020,Canada,539241.0,14734.0,76.39,38454328,81.58276248,98442.0,98440.0,2.0,71747.0,4.0,38.315583098994736,0.2559919913305987
CAN,2021,Canada,1422482.0,15117.0,75.46,38454328,81.58276248,68756211.0,31726971.0,29414103.0,67723552.0,4.0,39.31156981861704,82.50559208835999
CAN,2022,Canada,2514662.0,18901.0,71.86,38454328,81.58276248,82076782.0,32665747.0,31149796.0,14214917.0,4.0,49.15181458898462,84.94686735911755
CAN,2023,Canada,297851.0,6020.0,,38454328,81.58276248,,,,,,15.65493486194844,
CAN,2024,Canada,44819.0,841.0,,38454328,81.58276248,,,,,,2.1870100031393087,
CHE,2020,Switzerland,435319.0,7182.0,73.15,8740471,83.32795777,6382.0,6280.0,12.0,3691.0,3.0,82.16948491677394,0.0718496749202646
CHE,2021,Switzerland,818311.0,4646.0,60.19,8740471,83.32795777,13849886.0,5970459.0,5833757.0,13687994.0,3.0,53.15503020374988,68.30820673165096
CHE,2022,Switzerland,3121455.0,2037.0,56.48,8740471,83.32795777,15635047.0,6081712.0,5993447.0,1938075.0,3.0,23.30538022493296,69.58105575775035
CHE,2023,Switzerland,71856.0,305.0,,8740471,83.32795777,,,,,,3.489514466668901,
CHE,2024,Switzerland,10927.0,0.0,,8740471,83.32795777,,,,,,0.0,
CHL,2020,Chile,598394.0,16404.0,90.28,19603736,79.02404788,8649.0,8649.0,,17733.0,4.0,83.67792751340868,0.044119141371828305
CHL,2021,Chile,1200731.0,22609.0,84.72,19603736,79.02404788,44313091.0,17304414.0,16543067.0,43828538.0,4.0,115.33005749516317,88.27100099695284
CHL,2022,Chile,3207034.0,23999.0,30.14,19603736,79.02404788,50302179.0,17859475.0,17346012.0,6320372.0,4.0,122.4205426965554,91.10240517419741
CHL,2023,Chile,326818.0,2647.0,,19603736,79.02404788,,,,,,13.502528293586488,
CHL,2024,Chile,68149.0,503.0,,19603736,79.02404788,,,,,,2.5658374505757475,
CHN,2020,China,96324.0,4777.0,81.94,1425887360,77.61619672,4500000.0,,,3000000.0,5.0,0.33501945062476746,
CHN,2021,China,34534.0,922.0,79.17,1425887360,77.61619672,2835332000.0,1259967000.0,1207413000.0,2792359211.0,5.0,0.06466148910949039,88.36371198353284
CHN,2022,China,62314792.0,33296.0,79.17,1425887360,77.61619672,3263129000.0,1275541000.0,1240777000.0,454983285.0,5.0,2.3351073117023775,89.45594412170117
CHN,2023,China,36877077.0,82898.0,,1425887360,77.61619672,,,,,,5.813783214965872,
CHN,2024,China,50492.0,433.0,,1425887360,77.61619672,,,,,,0.030367055080704274,
CIV,2020,Cote d'Ivoire,22081.0,134.0,80.56,28160548,63.5174083,,,,,,0.4758430127140992,
CIV,2021,Cote d'Ivoire,41766.0,573.0,25.93,28160548,63.5174083,7113233.0,4950775.0,2162458.0,6751135.0,5.0,2.034761539441633,17.580535009474957
CIV,2022,Cote d'Ivoire,24086.0,123.0,21.3,28160548,63.5174083,10364488.0,7111845.0,4599452.0,3566210.0,5.0,0.43678127286443436,25.254639931012708
CIV,2023,Cote d'Ivoire,451.0,5.0,,28160548,63.5174083,,,,,,0.01775533629530221,
CIV,2024,Cote d'Ivoire,50.0,0.0,,28160548,63.5174083,,,,,,0.0,
CMR,2020,Cameroon,26277.0,448.0,71.3,27914542,61.76934896,,,,,,1.6048982641377385,
CMR,2021,Cameroon,82399.0,1403.0,41.67,27914542,61.76934896,1020007.0,834112.0,659641.0,1019682.0,4.0,5.026054162020642,2.988091296643878
CMR,2022,Cameroon,15317.0,114.0,30.56,27914542,61.76934896,1558668.0,1348787.0,1048664.0,469114.0,4.0,0.4083892904279067,4.831843560248991
CMR,2023,Cameroon,1144.0,9.0,,27914542,61.76934896,,,,,,0.03224125977062421,
CMR,2024,Cameroon,109.0,0.0,,27914542,61.76934896,,,,,,0.0,
COD,2020,Democratic Republic of Congo,16837.0,579.0,80.56,99010216,61.62552641,,,,,,0.5847881394380555,
COD,2021,Democratic Republic of Congo,58207.0,626.0,52.78,99010216,61.62552641,333589.0,257013.0,117844.0,309281.0,1.0,0.6322579884079841,0.25958230411294125
COD,2022,Democratic Republic of Congo,20026.0,257.0,47.22,99010216,61.62552641,964948.0,853971.0,519397.0,642116.0,1.0,0.2595691741547155,0.8625079658446558
COD,2023,Democratic Republic of Congo,4268.0,6.0,,99010216,61.62552641,,,,,,0.006059980719565343,
COD,2024,Democratic Republic of Congo,1671.0,6.0,,99010216,61.62552641,,,,,,0.006059980719565343,
COG,2020,Congo,6389.0,100.0,97.22,5970430,63.17262301,,,,,,1.6749212368288382,
